+----------------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+-----------------------------------------------------------------+--------+------------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+----------------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+-----------------------------------------------------------------+--------+------------------------------------------------------------+
| Mod name                         | Registry name                                                | BlockID | Subtypes | Item ID | Item meta | Display name                                                    | Exists | Ore Dict keys                                              |
| Botania                          | botania:livingwood0slab                                      |     934 |    false |    6547 |         0 | Livingwood Slab                                                 | true   |                                                            |
| Botania                          | botania:livingwood0slabfull                                  |     935 |    false |         |           | tile.livingwood0SlabFull.name                                   | true   |                                                            |
| Botania                          | botania:livingwood0stairs                                    |     933 |    false |    6546 |         0 | Livingwood Stairs                                               | true   |                                                            |
| Botania                          | botania:livingwood0wall                                      |     936 |    false |    6548 |         0 | Livingwood Wall                                                 | true   |                                                            |
| Botania                          | botania:livingwood1slab                                      |     938 |    false |    6550 |         0 | Livingwood Plank Slab                                           | true   |                                                            |
| Botania                          | botania:livingwood1slabfull                                  |     939 |    false |         |           | tile.livingwood1SlabFull.name                                   | true   |                                                            |
| Botania                          | botania:livingwood1stairs                                    |     937 |    false |    6549 |         0 | Livingwood Plank Stairs                                         | true   |                                                            |
| Botania                          | botania:manabomb                                             |    1154 |    false |    6718 |         0 | Manastorm Charge                                                | true   |                                                            |
| Botania                          | botania:manadetector                                         |    1097 |    false |    6665 |         0 | Mana Detector                                                   | true   |                                                            |
| Botania                          | botania:manaflame                                            |    1131 |    false |         |           | tile.manaFlame.name                                             | true   |                                                            |
| Botania                          | botania:managlass                                            |    1123 |    false |    6689 |         0 | Managlass                                                       | true   |                                                            |
| Botania                          | botania:managlasspane                                        |    1082 |    false |    6650 |         0 | Managlass Pane                                                  | true   |                                                            |
| Botania                          | botania:manavoid                                             |    1096 |    false |    6664 |         0 | Mana Void                                                       | true   |                                                            |
| Botania                          | botania:miniisland                                           |    1114 |     true |    6680 |         0 | Floating White Flower                                           | true   |                                                            |
| Botania                          | botania:miniisland                                           |    1114 |     true |    6680 |         1 | Floating Orange Flower                                          | true   |                                                            |
| Botania                          | botania:miniisland                                           |    1114 |     true |    6680 |         2 | Floating Magenta Flower                                         | true   |                                                            |
| Botania                          | botania:miniisland                                           |    1114 |     true |    6680 |         3 | Floating Light Blue Flower                                      | true   |                                                            |
| Botania                          | botania:miniisland                                           |    1114 |     true |    6680 |         4 | Floating Yellow Flower                                          | true   |                                                            |
| Botania                          | botania:miniisland                                           |    1114 |     true |    6680 |         5 | Floating Lime Flower                                            | true   |                                                            |
| Botania                          | botania:miniisland                                           |    1114 |     true |    6680 |         6 | Floating Pink Flower                                            | true   |                                                            |
| Botania                          | botania:miniisland                                           |    1114 |     true |    6680 |         7 | Floating Gray Flower                                            | true   |                                                            |
| Botania                          | botania:miniisland                                           |    1114 |     true |    6680 |         8 | Floating Light Gray Flower                                      | true   |                                                            |
| Botania                          | botania:miniisland                                           |    1114 |     true |    6680 |         9 | Floating Cyan Flower                                            | true   |                                                            |
| Botania                          | botania:miniisland                                           |    1114 |     true |    6680 |        10 | Floating Purple Flower                                          | true   |                                                            |
| Botania                          | botania:miniisland                                           |    1114 |     true |    6680 |        11 | Floating Blue Flower                                            | true   |                                                            |
| Botania                          | botania:miniisland                                           |    1114 |     true |    6680 |        12 | Floating Brown Flower                                           | true   |                                                            |
| Botania                          | botania:miniisland                                           |    1114 |     true |    6680 |        13 | Floating Green Flower                                           | true   |                                                            |
| Botania                          | botania:miniisland                                           |    1114 |     true |    6680 |        14 | Floating Red Flower                                             | true   |                                                            |
| Botania                          | botania:miniisland                                           |    1114 |     true |    6680 |        15 | Floating Black Flower                                           | true   |                                                            |
| Botania                          | botania:mushroom                                             |    1137 |     true |    6702 |         0 | White Shimmering Mushroom                                       | true   | petalWhite                                                 |
| Botania                          | botania:mushroom                                             |    1137 |     true |    6702 |         1 | Orange Shimmering Mushroom                                      | true   | petalOrange                                                |
| Botania                          | botania:mushroom                                             |    1137 |     true |    6702 |         2 | Magenta Shimmering Mushroom                                     | true   | petalMagenta                                               |
| Botania                          | botania:mushroom                                             |    1137 |     true |    6702 |         3 | Light Blue Shimmering Mushroom                                  | true   | petalLightBlue                                             |
| Botania                          | botania:mushroom                                             |    1137 |     true |    6702 |         4 | Yellow Shimmering Mushroom                                      | true   | petalYellow                                                |
| Botania                          | botania:mushroom                                             |    1137 |     true |    6702 |         5 | Lime Shimmering Mushroom                                        | true   | petalLime                                                  |
| Botania                          | botania:mushroom                                             |    1137 |     true |    6702 |         6 | Pink Shimmering Mushroom                                        | true   | petalPink                                                  |
| Botania                          | botania:mushroom                                             |    1137 |     true |    6702 |         7 | Gray Shimmering Mushroom                                        | true   | petalGray                                                  |
| Botania                          | botania:mushroom                                             |    1137 |     true |    6702 |         8 | Light Gray Shimmering Mushroom                                  | true   | petalLightGray                                             |
| Botania                          | botania:mushroom                                             |    1137 |     true |    6702 |         9 | Cyan Shimmering Mushroom                                        | true   | petalCyan                                                  |
| Botania                          | botania:mushroom                                             |    1137 |     true |    6702 |        10 | Purple Shimmering Mushroom                                      | true   | petalPurple                                                |
| Botania                          | botania:mushroom                                             |    1137 |     true |    6702 |        11 | Blue Shimmering Mushroom                                        | true   | petalBlue                                                  |
| Botania                          | botania:mushroom                                             |    1137 |     true |    6702 |        12 | Brown Shimmering Mushroom                                       | true   | petalBrown                                                 |
| Botania                          | botania:mushroom                                             |    1137 |     true |    6702 |        13 | Green Shimmering Mushroom                                       | true   | petalGreen                                                 |
| Botania                          | botania:mushroom                                             |    1137 |     true |    6702 |        14 | Red Shimmering Mushroom                                         | true   | petalRed                                                   |
| Botania                          | botania:mushroom                                             |    1137 |     true |    6702 |        15 | Black Shimmering Mushroom                                       | true   | petalBlack                                                 |
| Botania                          | botania:opencrate                                            |    1102 |     true |    6670 |         0 | Open Crate                                                      | true   |                                                            |
| Botania                          | botania:opencrate                                            |    1102 |     true |    6670 |         1 | Crafty Crate                                                    | true   |                                                            |
| Botania                          | botania:pavement                                             |     984 |     true |    6584 |         0 | White Portuguese Pavement                                       | true   |                                                            |
| Botania                          | botania:pavement                                             |     984 |     true |    6584 |         1 | Black Portuguese Pavement                                       | true   |                                                            |
| Botania                          | botania:pavement                                             |     984 |     true |    6584 |         2 | Blue Portuguese Pavement                                        | true   |                                                            |
| Botania                          | botania:pavement                                             |     984 |     true |    6584 |         3 | Red Portuguese Pavement                                         | true   |                                                            |
| Botania                          | botania:pavement                                             |     984 |     true |    6584 |         4 | Yellow Portuguese Pavement                                      | true   |                                                            |
| Botania                          | botania:pavement                                             |     984 |     true |    6584 |         5 | Green Portuguese Pavement                                       | true   |                                                            |
| Botania                          | botania:pavement0slab                                        |    1059 |    false |    6635 |         0 | White Portuguese Pavement Slab                                  | true   |                                                            |
| Botania                          | botania:pavement0slabfull                                    |    1060 |    false |         |           | tile.pavement0SlabFull.name                                     | true   |                                                            |
| Botania                          | botania:pavement0stairs                                      |    1058 |    false |    6634 |         0 | White Portuguese Pavement Stairs                                | true   |                                                            |
| Botania                          | botania:pavement1slab                                        |    1062 |    false |    6637 |         0 | Black Portuguese Pavement Slab                                  | true   |                                                            |
| Botania                          | botania:pavement1slabfull                                    |    1063 |    false |         |           | tile.pavement1SlabFull.name                                     | true   |                                                            |
| Botania                          | botania:pavement1stairs                                      |    1061 |    false |    6636 |         0 | Black Portuguese Pavement Stairs                                | true   |                                                            |
| Botania                          | botania:pavement2slab                                        |    1065 |    false |    6639 |         0 | Blue Portuguese Pavement Slab                                   | true   |                                                            |
| Botania                          | botania:pavement2slabfull                                    |    1066 |    false |         |           | tile.pavement2SlabFull.name                                     | true   |                                                            |
| Botania                          | botania:pavement2stairs                                      |    1064 |    false |    6638 |         0 | Blue Portuguese Pavement Stairs                                 | true   |                                                            |
| Botania                          | botania:pavement3slab                                        |    1068 |    false |    6641 |         0 | Red Portuguese Pavement Slab                                    | true   |                                                            |
| Botania                          | botania:pavement3slabfull                                    |    1069 |    false |         |           | tile.pavement3SlabFull.name                                     | true   |                                                            |
| Botania                          | botania:pavement3stairs                                      |    1067 |    false |    6640 |         0 | Red Portuguese Pavement Stairs                                  | true   |                                                            |
| Botania                          | botania:pavement4slab                                        |    1071 |    false |    6643 |         0 | Yellow Portuguese Pavement Slab                                 | true   |                                                            |
| Botania                          | botania:pavement4slabfull                                    |    1072 |    false |         |           | tile.pavement4SlabFull.name                                     | true   |                                                            |
| Botania                          | botania:pavement4stairs                                      |    1070 |    false |    6642 |         0 | Yellow Portuguese Pavement Stairs                               | true   |                                                            |
| Botania                          | botania:pavement5slab                                        |    1074 |    false |    6645 |         0 | Green Portuguese Pavement Slab                                  | true   |                                                            |
| Botania                          | botania:pavement5slabfull                                    |    1075 |    false |         |           | tile.pavement5SlabFull.name                                     | true   |                                                            |
| Botania                          | botania:pavement5stairs                                      |    1073 |    false |    6644 |         0 | Green Portuguese Pavement Stairs                                | true   |                                                            |
| Botania                          | botania:petalblock                                           |    1134 |     true |    6699 |         0 | White Petal Block                                               | true   |                                                            |
| Botania                          | botania:petalblock                                           |    1134 |     true |    6699 |         1 | Orange Petal Block                                              | true   |                                                            |
| Botania                          | botania:petalblock                                           |    1134 |     true |    6699 |         2 | Magenta Petal Block                                             | true   |                                                            |
| Botania                          | botania:petalblock                                           |    1134 |     true |    6699 |         3 | Light Blue Petal Block                                          | true   |                                                            |
| Botania                          | botania:petalblock                                           |    1134 |     true |    6699 |         4 | Yellow Petal Block                                              | true   |                                                            |
| Botania                          | botania:petalblock                                           |    1134 |     true |    6699 |         5 | Lime Petal Block                                                | true   |                                                            |
| Botania                          | botania:petalblock                                           |    1134 |     true |    6699 |         6 | Pink Petal Block                                                | true   |                                                            |
| Botania                          | botania:petalblock                                           |    1134 |     true |    6699 |         7 | Gray Petal Block                                                | true   |                                                            |
| Botania                          | botania:petalblock                                           |    1134 |     true |    6699 |         8 | Light Gray Petal Block                                          | true   |                                                            |
| Botania                          | botania:petalblock                                           |    1134 |     true |    6699 |         9 | Cyan Petal Block                                                | true   |                                                            |
| Botania                          | botania:petalblock                                           |    1134 |     true |    6699 |        10 | Purple Petal Block                                              | true   |                                                            |
| Botania                          | botania:petalblock                                           |    1134 |     true |    6699 |        11 | Blue Petal Block                                                | true   |                                                            |
| Botania                          | botania:petalblock                                           |    1134 |     true |    6699 |        12 | Brown Petal Block                                               | true   |                                                            |
| Botania                          | botania:petalblock                                           |    1134 |     true |    6699 |        13 | Green Petal Block                                               | true   |                                                            |
| Botania                          | botania:petalblock                                           |    1134 |     true |    6699 |        14 | Red Petal Block                                                 | true   |                                                            |
| Botania                          | botania:petalblock                                           |    1134 |     true |    6699 |        15 | Black Petal Block                                               | true   |                                                            |
| Botania                          | botania:pistonrelay                                          |    1094 |    false |    6662 |         0 | Force Relay                                                     | true   |                                                            |
| Botania                          | botania:platform                                             |    1107 |     true |    6675 |         0 | Abstruse Platform                                               | true   |                                                            |
| Botania                          | botania:platform                                             |    1107 |     true |    6675 |         1 | Spectral Platform                                               | true   |                                                            |
| Botania                          | botania:platform                                             |    1107 |     true |    6675 |         2 | Infrangible Platform                                            | true   |                                                            |
| Botania                          | botania:pool                                                 |    1091 |     true |    6659 |         0 | Mana Pool                                                       | true   |                                                            |
| Botania                          | botania:pool                                                 |    1091 |     true |    6659 |         1 | The Everlasting Guilty Pool                                     | true   |                                                            |
| Botania                          | botania:pool                                                 |    1091 |     true |    6659 |         2 | Diluted Mana Pool                                               | true   |                                                            |
| Botania                          | botania:pool                                                 |    1091 |     true |    6659 |         3 | Fabulous Mana Pool                                              | true   |                                                            |
| Botania                          | botania:prism                                                |    1132 |    false |    6697 |         0 | Mana Prism                                                      | true   |                                                            |
| Botania                          | botania:pump                                                 |    1138 |    false |    6703 |         0 | Mana Pump                                                       | true   |                                                            |
| Botania                          | botania:pylon                                                |    1093 |     true |    6661 |         0 | Mana Pylon                                                      | true   |                                                            |
| Botania                          | botania:pylon                                                |    1093 |     true |    6661 |         1 | Natura Pylon                                                    | true   |                                                            |
| Botania                          | botania:pylon                                                |    1093 |     true |    6661 |         2 | Gaia Pylon                                                      | true   |                                                            |
| Botania                          | botania:quartzslabblazefull                                  |     964 |    false |         |           | tile.quartzSlabBlazeFull.name                                   | true   |                                                            |
| Botania                          | botania:quartzslabblazehalf                                  |     963 |    false |    6568 |         0 | Blaze Quartz Slab                                               | true   | slabQuartzBlaze                                            |
| Botania                          | botania:quartzslabdarkfull                                   |     956 |    false |         |           | tile.quartzSlabDarkFull.name                                    | true   |                                                            |
| Botania                          | botania:quartzslabdarkhalf                                   |     955 |    false |    6562 |         0 | Smokey Quartz Slab                                              | true   | slabQuartzDark                                             |
| Botania                          | botania:quartzslabelffull                                    |     976 |    false |         |           | tile.quartzSlabElfFull.name                                     | true   |                                                            |
| Botania                          | botania:quartzslabelfhalf                                    |     975 |    false |    6577 |         0 | Elven Quartz Slab                                               | true   | slabQuartzElven                                            |
| Botania                          | botania:quartzslablavenderfull                               |     968 |    false |         |           | tile.quartzSlabLavenderFull.name                                | true   |                                                            |
| Botania                          | botania:quartzslablavenderhalf                               |     967 |    false |    6571 |         0 | Lavender Quartz Slab                                            | true   | slabQuartzLavender                                         |
| Botania                          | botania:quartzslabmanafull                                   |     960 |    false |         |           | tile.quartzSlabManaFull.name                                    | true   |                                                            |
| Botania                          | botania:quartzslabmanahalf                                   |     959 |    false |    6565 |         0 | Mana Quartz Slab                                                | true   | slabQuartzMana                                             |
| Botania                          | botania:quartzslabredfull                                    |     972 |    false |         |           | tile.quartzSlabRedFull.name                                     | true   |                                                            |
| Botania                          | botania:quartzslabredhalf                                    |     971 |    false |    6574 |         0 | Redquartz Slab                                                  | true   | slabQuartzRed                                              |
| Botania                          | botania:quartzslabsunnyfull                                  |     980 |    false |         |           | tile.quartzSlabSunnyFull.name                                   | true   |                                                            |
| Botania                          | botania:quartzslabsunnyhalf                                  |     979 |    false |    6580 |         0 | Sunny Quartz Slab                                               | true   | slabQuartzSunny                                            |
| Botania                          | botania:quartzstairsblaze                                    |     965 |    false |    6569 |         0 | Blaze Quartz Stairs                                             | true   | stairQuartzBlaze                                           |
| Botania                          | botania:quartzstairsdark                                     |     957 |    false |    6563 |         0 | Smokey Quartz Stairs                                            | true   | stairQuartzDark                                            |
| Botania                          | botania:quartzstairself                                      |     977 |    false |    6578 |         0 | Elven Quartz Stairs                                             | true   | stairQuartzElven                                           |
| Botania                          | botania:quartzstairslavender                                 |     969 |    false |    6572 |         0 | Lavender Quartz Stairs                                          | true   | stairQuartzLavender                                        |
| Botania                          | botania:quartzstairsmana                                     |     961 |    false |    6566 |         0 | Mana Quartz Stairs                                              | true   | stairQuartzMana                                            |
| Botania                          | botania:quartzstairsred                                      |     973 |    false |    6575 |         0 | Redquartz Stairs                                                | true   | stairQuartzRed                                             |
| Botania                          | botania:quartzstairssunny                                    |     981 |    false |    6581 |         0 | Sunny Quartz Stairs                                             | true   | stairQuartzSunny                                           |
| Botania                          | botania:quartztypeblaze                                      |     962 |     true |    6567 |         0 | Block of Blaze Quartz                                           | true   | blockQuartzBlaze                                           |
| Botania                          | botania:quartztypeblaze                                      |     962 |     true |    6567 |         1 | Chiseled Blaze Quartz Block                                     | true   | blockQuartzBlaze                                           |
| Botania                          | botania:quartztypeblaze                                      |     962 |     true |    6567 |         2 | Pillar Blaze Quartz Block                                       | true   | blockQuartzBlaze                                           |
| Botania                          | botania:quartztypedark                                       |     954 |     true |    6561 |         0 | Block of Smokey Quartz                                          | true   | blockQuartzDark                                            |
| Botania                          | botania:quartztypedark                                       |     954 |     true |    6561 |         1 | Chiseled Smokey Quartz Block                                    | true   | blockQuartzDark                                            |
| Botania                          | botania:quartztypedark                                       |     954 |     true |    6561 |         2 | Pillar Smokey Quartz Block                                      | true   | blockQuartzDark                                            |
| Botania                          | botania:quartztypeelf                                        |     974 |     true |    6576 |         0 | Block of Elven Quartz                                           | true   | blockQuartzElven                                           |
| Botania                          | botania:quartztypeelf                                        |     974 |     true |    6576 |         1 | Chiseled Elven Quartz Block                                     | true   | blockQuartzElven                                           |
| Botania                          | botania:quartztypeelf                                        |     974 |     true |    6576 |         2 | Pillar Elven Quartz Block                                       | true   | blockQuartzElven                                           |
| Botania                          | botania:quartztypelavender                                   |     966 |     true |    6570 |         0 | Block of Lavender Quartz                                        | true   | blockQuartzLavender                                        |
| Botania                          | botania:quartztypelavender                                   |     966 |     true |    6570 |         1 | Chiseled Lavender Quartz Block                                  | true   | blockQuartzLavender                                        |
| Botania                          | botania:quartztypelavender                                   |     966 |     true |    6570 |         2 | Pillar Lavender Quartz Block                                    | true   | blockQuartzLavender                                        |
| Botania                          | botania:quartztypemana                                       |     958 |     true |    6564 |         0 | Block of Mana Quartz                                            | true   | blockQuartzMana                                            |
| Botania                          | botania:quartztypemana                                       |     958 |     true |    6564 |         1 | Chiseled Mana Quartz Block                                      | true   | blockQuartzMana                                            |
| Botania                          | botania:quartztypemana                                       |     958 |     true |    6564 |         2 | Pillar Mana Quartz Block                                        | true   | blockQuartzMana                                            |
| Botania                          | botania:quartztypered                                        |     970 |     true |    6573 |         0 | Block of Redquartz                                              | true   | blockQuartzRed                                             |
| Botania                          | botania:quartztypered                                        |     970 |     true |    6573 |         1 | Chiseled Redquartz Block                                        | true   | blockQuartzRed                                             |
| Botania                          | botania:quartztypered                                        |     970 |     true |    6573 |         2 | Pillar Redquartz Block                                          | true   | blockQuartzRed                                             |
| Botania                          | botania:quartztypesunny                                      |     978 |     true |    6579 |         0 | Block of Sunny Quartz                                           | true   | blockQuartzSunny                                           |
| Botania                          | botania:quartztypesunny                                      |     978 |     true |    6579 |         1 | Chiseled Sunny Quartz Block                                     | true   | blockQuartzSunny                                           |
| Botania                          | botania:quartztypesunny                                      |     978 |     true |    6579 |         2 | Pillar Sunny Quartz Block                                       | true   | blockQuartzSunny                                           |
| Botania                          | botania:redstringcomparator                                  |    1128 |    false |    6694 |         0 | Red Stringed Comparator                                         | true   |                                                            |
| Botania                          | botania:redstringcontainer                                   |    1125 |    false |    6691 |         0 | Red Stringed Container                                          | true   |                                                            |
| Botania                          | botania:redstringdispenser                                   |    1126 |    false |    6692 |         0 | Red Stringed Dispenser                                          | true   |                                                            |
| Botania                          | botania:redstringfertilizer                                  |    1127 |    false |    6693 |         0 | Red Stringed Nutrifier                                          | true   |                                                            |
| Botania                          | botania:redstringinterceptor                                 |    1159 |    false |    6723 |         0 | Red Stringed Interceptor                                        | true   |                                                            |
| Botania                          | botania:redstringrelay                                       |    1129 |    false |    6695 |         0 | Red Stringed Spoofer                                            | true   |                                                            |
| Botania                          | botania:rfgenerator                                          |    1120 |    false |    6686 |         0 | Mana Fluxfield                                                  | true   |                                                            |
| Botania                          | botania:root                                                 |    1149 |    false |    6713 |         0 | Living Root                                                     | true   |                                                            |
| Botania                          | botania:runealtar                                            |    1092 |    false |    6660 |         0 | Runic Altar                                                     | true   |                                                            |
| Botania                          | botania:shimmerrock                                          |    1163 |    false |    6726 |         0 | Shimmerrock                                                     | true   |                                                            |
| Botania                          | botania:shimmerrock0slab                                     |    1076 |    false |    6646 |         0 | Shimmerrock Slab                                                | true   |                                                            |
| Botania                          | botania:shimmerrock0slabfull                                 |    1077 |    false |         |           | tile.shimmerrock0SlabFull.name                                  | true   |                                                            |
| Botania                          | botania:shimmerrock0stairs                                   |    1078 |    false |    6647 |         0 | Shimmerrock Stairs                                              | true   |                                                            |
| Botania                          | botania:shimmerwoodplanks                                    |    1164 |    false |    6727 |         0 | Shimmerwood Planks                                              | true   |                                                            |
| Botania                          | botania:shimmerwoodplanks0slab                               |    1079 |    false |    6648 |         0 | Shimmerwood Plank Slab                                          | true   |                                                            |
| Botania                          | botania:shimmerwoodplanks0slabfull                           |    1080 |    false |         |           | tile.shimmerwoodPlanks0SlabFull.name                            | true   |                                                            |
| Botania                          | botania:shimmerwoodplanks0stairs                             |    1081 |    false |    6649 |         0 | Shimmerwood Plank Stairs                                        | true   |                                                            |
| Botania                          | botania:shinyflower                                          |    1106 |     true |    6674 |         0 | Glimmering White Flower                                         | true   |                                                            |
| Botania                          | botania:shinyflower                                          |    1106 |     true |    6674 |         1 | Glimmering Orange Flower                                        | true   |                                                            |
| Botania                          | botania:shinyflower                                          |    1106 |     true |    6674 |         2 | Glimmering Magenta Flower                                       | true   |                                                            |
