+----------------------------------------------------+--------------------------------------------------------+-----------------------------------+--------+
| Mod name                                           | Registry name                                          | Entity class name                 |     ID |
| Bewitchment                                        | bewitchment:elder_broom                                | EntityElderBroom                  |      1 |
| Bewitchment                                        | bewitchment:feuerwurm                                  | EntityFeuerwurm                   |     12 |
| Bewitchment                                        | bewitchment:ghost                                      | EntityGhost                       |     10 |
| Bewitchment                                        | bewitchment:hellhound                                  | EntityHellhound                   |     11 |
| Bewitchment                                        | bewitchment:imp                                        | EntityImp                         |     15 |
| Bewitchment                                        | bewitchment:juniper_broom                              | EntityJuniperBroom                |      2 |
| Bewitchment                                        | bewitchment:leonard                                    | EntityLeonard                     |     19 |
| Bewitchment                                        | bewitchment:lizard                                     | EntityLizard                      |      4 |
| Bewitchment                                        | bewitchment:owl                                        | EntityOwl                         |      5 |
| Bewitchment                                        | bewitchment:raven                                      | EntityRaven                       |      6 |
| Bewitchment                                        | bewitchment:shadow_person                              | EntityShadowPerson                |     16 |
| Bewitchment                                        | bewitchment:snake                                      | EntitySnake                       |      7 |
| Bewitchment                                        | bewitchment:toad                                       | EntityToad                        |      8 |
| Blood Arsenal                                      | bloodarsenal:summoned_tool                             | EntitySummonedTool                |      1 |
| Blood Arsenal                                      | bloodarsenal:warp_blade                                | EntityWarpBlade                   |      2 |
| Blood Magic: Alchemical Wizardry                   | bloodmagic:blood_light                                 | EntityBloodLight                  |      1 |
| Blood Magic: Alchemical Wizardry                   | bloodmagic:corrupted_chicken                           | EntityCorruptedChicken            |      9 |
| Blood Magic: Alchemical Wizardry                   | bloodmagic:corrupted_sheep                             | EntityCorruptedSheep              |      8 |
| Blood Magic: Alchemical Wizardry                   | bloodmagic:corrupted_spider                            | EntityCorruptedSpider             |     10 |
| Blood Magic: Alchemical Wizardry                   | bloodmagic:corrupted_zombie                            | EntityCorruptedZombie             |      7 |
| Blood Magic: Alchemical Wizardry                   | bloodmagic:meteor                                      | EntityMeteor                      |      4 |
| Blood Magic: Alchemical Wizardry                   | bloodmagic:mimic                                       | EntityMimic                       |      6 |
| Blood Magic: Alchemical Wizardry                   | bloodmagic:sentient_specter                            | EntitySentientSpecter             |      5 |
| Blood Magic: Alchemical Wizardry                   | bloodmagic:soul_arrow                                  | EntitySentientArrow               |      3 |
| Blood Magic: Alchemical Wizardry                   | bloodmagic:soul_snare                                  | EntitySoulSnare                   |      2 |
| Botania                                            | botania:babylon_weapon                                 | EntityBabylonWeapon               |     17 |
| Botania                                            | botania:corporea_spark                                 | EntityCorporeaSpark               |     11 |
| Botania                                            | botania:doppleganger                                   | EntityDoppleganger                |      5 |
| Botania                                            | botania:ender_air_bottle                               | EntityEnderAirBottle              |     12 |
| Botania                                            | botania:falling_star                                   | EntityFallingStar                 |     18 |
| Botania                                            | botania:flame_ring                                     | EntityFlameRing                   |      3 |
| Botania                                            | botania:magic_landmine                                 | EntityMagicLandmine               |      6 |
| Botania                                            | botania:magic_missile                                  | EntityMagicMissile                |      9 |
| Botania                                            | botania:mana_burst                                     | EntityManaBurst                   |      0 |
| Botania                                            | botania:mana_storm                                     | EntityManaStorm                   |     16 |
| Botania                                            | botania:pink_wither                                    | EntityPinkWither                  |     14 |
| Botania                                            | botania:pixie                                          | EntityPixie                       |      2 |
| Botania                                            | botania:player_mover                                   | EntityPlayerMover                 |     15 |
| Botania                                            | botania:pool_minecart                                  | EntityPoolMinecart                |     13 |
| Botania                                            | botania:signal_flare                                   | EntitySignalFlare                 |      1 |
| Botania                                            | botania:spark                                          | EntitySpark                       |      7 |
| Botania                                            | botania:thorn_chakram                                  | EntityThornChakram                |     10 |
| Botania                                            | botania:thrown_item                                    | EntityThrownItem                  |      8 |
| Botania                                            | botania:vine_ball                                      | EntityVineBall                    |      4 |
| Champions                                          | champions:arctic_spark                                 | EntityArcticSpark                 |      2 |
| Champions                                          | champions:cinder_spark                                 | EntityCinderSpark                 |      3 |
| Champions                                          | champions:entity_jail                                  | EntityJail                        |      1 |
| Charm                                              | charm:charged_emerald                                  | EntityChargedEmerald              |      1 |
| Charm                                              | charm:endermite_powder                                 | EntityEndermitePowder             |      0 |
| Charm                                              | charm:spectre                                          | EntitySpectre                     |      2 |
| Clumps                                             | clumps:xp_orb_big                                      | EntityXPOrbBig                    |      0 |
| Combustive Fishing                                 | combustfish:golden_hook                                | EntityGoldenHook                  |      2 |
| Combustive Fishing                                 | combustfish:thrown_combustive_cod                      | EntityThrownCombustiveCod         |      1 |
| Comforts                                           | comforts:_entity_rest                                  | EntityRest                        |      1 |
| CreativeCore                                       | creativecore:sit                                       | EntitySit                         |      0 |
| Dynamic Sword Skills                               | dynamicswordskills:leapingblow                         | EntityLeapingBlow                 |      0 |
| Dynamic Sword Skills                               | dynamicswordskills:swordbeam                           | EntitySwordBeam                   |      1 |
| Electroblob's Wizardry                             | ebwizardry:arrow_rain                                  | EntityArrowRain                   |     55 |
| Electroblob's Wizardry                             | ebwizardry:black_hole                                  | EntityBlackHole                   |     45 |
| Electroblob's Wizardry                             | ebwizardry:blaze_minion                                | EntityBlazeMinion                 |      5 |
| Electroblob's Wizardry                             | ebwizardry:blizzard                                    | EntityBlizzard                    |     46 |
| Electroblob's Wizardry                             | ebwizardry:bubble                                      | EntityBubble                      |     59 |
| Electroblob's Wizardry                             | ebwizardry:combustion_rune                             | EntityCombustionRune              |     51 |
| Electroblob's Wizardry                             | ebwizardry:darkness_orb                                | EntityDarknessOrb                 |     34 |
| Electroblob's Wizardry                             | ebwizardry:dart                                        | EntityDart                        |     25 |
| Electroblob's Wizardry                             | ebwizardry:decay                                       | EntityDecay                       |     54 |
| Electroblob's Wizardry                             | ebwizardry:decoy                                       | EntityDecoy                       |     16 |
| Electroblob's Wizardry                             | ebwizardry:earthquake                                  | EntityEarthquake                  |     56 |
| Electroblob's Wizardry                             | ebwizardry:ember                                       | EntityEmber                       |     38 |
| Electroblob's Wizardry                             | ebwizardry:evil_wizard                                 | EntityEvilWizard                  |     20 |
| Electroblob's Wizardry                             | ebwizardry:fire_sigil                                  | EntityFireSigil                   |     48 |
| Electroblob's Wizardry                             | ebwizardry:firebolt                                    | EntityFirebolt                    |     35 |
| Electroblob's Wizardry                             | ebwizardry:firebomb                                    | EntityFirebomb                    |     27 |
| Electroblob's Wizardry                             | ebwizardry:force_arrow                                 | EntityForceArrow                  |     24 |
| Electroblob's Wizardry                             | ebwizardry:force_orb                                   | EntityForceOrb                    |     32 |
| Electroblob's Wizardry                             | ebwizardry:forcefield                                  | EntityForcefield                  |     47 |
| Electroblob's Wizardry                             | ebwizardry:frost_sigil                                 | EntityFrostSigil                  |     49 |
| Electroblob's Wizardry                             | ebwizardry:hailstorm                                   | EntityHailstorm                   |     57 |
| Electroblob's Wizardry                             | ebwizardry:healing_aura                                | EntityHealAura                    |     53 |
| Electroblob's Wizardry                             | ebwizardry:husk_minion                                 | EntityHuskMinion                  |      1 |
| Electroblob's Wizardry                             | ebwizardry:ice_charge                                  | EntityIceCharge                   |     31 |
| Electroblob's Wizardry                             | ebwizardry:ice_giant                                   | EntityIceGiant                    |     14 |
| Electroblob's Wizardry                             | ebwizardry:ice_lance                                   | EntityIceLance                    |     26 |
| Electroblob's Wizardry                             | ebwizardry:ice_shard                                   | EntityIceShard                    |     22 |
| Electroblob's Wizardry                             | ebwizardry:ice_spike                                   | EntityIceSpike                    |     61 |
| Electroblob's Wizardry                             | ebwizardry:ice_wraith                                  | EntityIceWraith                   |      9 |
| Electroblob's Wizardry                             | ebwizardry:iceball                                     | EntityIceball                     |     41 |
| Electroblob's Wizardry                             | ebwizardry:large_magic_fireball                        | EntityLargeMagicFireball          |     40 |
| Electroblob's Wizardry                             | ebwizardry:levitating_block                            | EntityLevitatingBlock             |     44 |
| Electroblob's Wizardry                             | ebwizardry:lightning_arrow                             | EntityLightningArrow              |     23 |
| Electroblob's Wizardry                             | ebwizardry:lightning_disc                              | EntityLightningDisc               |     37 |
| Electroblob's Wizardry                             | ebwizardry:lightning_hammer                            | EntityHammer                      |     43 |
| Electroblob's Wizardry                             | ebwizardry:lightning_sigil                             | EntityLightningSigil              |     50 |
| Electroblob's Wizardry                             | ebwizardry:lightning_wraith                            | EntityLightningWraith             |     10 |
| Electroblob's Wizardry                             | ebwizardry:magic_fireball                              | EntityMagicFireball               |     39 |
| Electroblob's Wizardry                             | ebwizardry:magic_missile                               | EntityMagicMissile                |     21 |
| Electroblob's Wizardry                             | ebwizardry:magic_slime                                 | EntityMagicSlime                  |     15 |
| Electroblob's Wizardry                             | ebwizardry:meteor                                      | EntityMeteor                      |     42 |
| Electroblob's Wizardry                             | ebwizardry:phoenix                                     | EntityPhoenix                     |     13 |
| Electroblob's Wizardry                             | ebwizardry:poison_bomb                                 | EntityPoisonBomb                  |     28 |
| Electroblob's Wizardry                             | ebwizardry:ring_of_fire                                | EntityFireRing                    |     52 |
| Electroblob's Wizardry                             | ebwizardry:shadow_wraith                               | EntityShadowWraith                |     17 |
| Electroblob's Wizardry                             | ebwizardry:shield                                      | EntityShield                      |     58 |
| Electroblob's Wizardry                             | ebwizardry:silverfish_minion                           | EntitySilverfishMinion            |      7 |
| Electroblob's Wizardry                             | ebwizardry:skeleton_minion                             | EntitySkeletonMinion              |      2 |
| Electroblob's Wizardry                             | ebwizardry:smoke_bomb                                  | EntitySmokeBomb                   |     30 |
| Electroblob's Wizardry                             | ebwizardry:spark                                       | EntitySpark                       |     33 |
| Electroblob's Wizardry                             | ebwizardry:spark_bomb                                  | EntitySparkBomb                   |     29 |
| Electroblob's Wizardry                             | ebwizardry:spider_minion                               | EntitySpiderMinion                |      4 |
| Electroblob's Wizardry                             | ebwizardry:spirit_horse                                | EntitySpiritHorse                 |     12 |
| Electroblob's Wizardry                             | ebwizardry:spirit_wolf                                 | EntitySpiritWolf                  |     11 |
| Electroblob's Wizardry                             | ebwizardry:storm_elemental                             | EntityStormElemental              |     18 |
| Electroblob's Wizardry                             | ebwizardry:stray_minion                                | EntityStrayMinion                 |      3 |
| Electroblob's Wizardry                             | ebwizardry:thunderbolt                                 | EntityThunderbolt                 |     36 |
| Electroblob's Wizardry                             | ebwizardry:tornado                                     | EntityTornado                     |     60 |
| Electroblob's Wizardry                             | ebwizardry:vex_minion                                  | EntityVexMinion                   |      8 |
